Case_Act,QMSITEID,StudyName,StudyID,AREADESC,sta_site,STADESC,STATGRPLST,CollMatrix,CollForm,WKSPCNAME,DataClass,DataSource,srctype,sharestat,Workgroup,Workplan,source,loc_geom,legend_tex,map_index,startlat,startlong,endlat,endlong
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CB4,CB4-4S,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.055323 60.05432073),Tissue,1,60.05432073,-148.055323, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CB4,CB4-5,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.055323 60.05432073),Tissue,1,60.05432073,-148.055323, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CB4,CB4-5S,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.055323 60.05432073),Tissue,1,60.05432073,-148.055323, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CB4,CB4-6S,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.055323 60.05432073),Tissue,1,60.05432073,-148.055323, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHB1,CHB1-758,Chugach Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.5686792 59.17368216),Tissue,1,59.17368216,-151.5686792, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHB1,CHB1-759,Chugach Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.5686792 59.17368216),Tissue,1,59.17368216,-151.5686792, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHB1,CHB1-760,Chugach Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.5686792 59.17368216),Tissue,1,59.17368216,-151.5686792, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHB1,CHB1-761,Chugach Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.5686792 59.17368216),Tissue,1,59.17368216,-151.5686792, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHB1,CHB1-762,Chugach Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.5686792 59.17368216),Tissue,1,59.17368216,-151.5686792, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHB1,CHB1-763,Chugach Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.5686792 59.17368216),Tissue,1,59.17368216,-151.5686792, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHB1,CHB1-764,Chugach Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.5686792 59.17368216),Tissue,1,59.17368216,-151.5686792, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE1,CHE1-1S,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0046065 60.06860683),Tissue,1,60.06860683,-148.0046065, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE1,CHE1-1z,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0046065 60.06860683),Tissue,1,60.06860683,-148.0046065, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE1,CHE1-2S,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0046065 60.06860683),Tissue,1,60.06860683,-148.0046065, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE1,CHE1-2z,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0046065 60.06860683),Tissue,1,60.06860683,-148.0046065, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE1,CHE1-3,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0046065 60.06860683),Tissue,1,60.06860683,-148.0046065, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE1,CHE1-3S,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0046065 60.06860683),Tissue,1,60.06860683,-148.0046065, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE1,CHE1-3z,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0046065 60.06860683),Tissue,1,60.06860683,-148.0046065, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE1,CHE1-4z,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0046065 60.06860683),Tissue,1,60.06860683,-148.0046065, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE1,CHE1-5,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0046065 60.06860683),Tissue,1,60.06860683,-148.0046065, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE1,CHE1-6,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0046065 60.06860683),Tissue,1,60.06860683,-148.0046065, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE1,CHE1-662,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0046065 60.06860683),Tissue,1,60.06860683,-148.0046065, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE1,CHE1-663,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0046065 60.06860683),Tissue,1,60.06860683,-148.0046065, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE1,CHE1-664,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0046065 60.06860683),Tissue,1,60.06860683,-148.0046065, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE1,CHE1-665,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0046065 60.06860683),Tissue,1,60.06860683,-148.0046065, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE1,CHE1-666,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0046065 60.06860683),Tissue,1,60.06860683,-148.0046065, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE1,CHE1-667,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0046065 60.06860683),Tissue,1,60.06860683,-148.0046065, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE1,CHE1-668,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0046065 60.06860683),Tissue,1,60.06860683,-148.0046065, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE1,CHE1-669,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0046065 60.06860683),Tissue,1,60.06860683,-148.0046065, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE1,CHE1-9,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0046065 60.06860683),Tissue,1,60.06860683,-148.0046065, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE10,CHE10-26Z1,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.1660273 59.96847238),Tissue,1,59.96847238,-148.1660273, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE10,CHE10-28Z1,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.1660273 59.96847238),Tissue,1,59.96847238,-148.1660273, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE10,CHE10-29Z1,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.1660273 59.96847238),Tissue,1,59.96847238,-148.1660273, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE10,CHE10-30Z1,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.1660273 59.96847238),Tissue,1,59.96847238,-148.1660273, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE10,CHE10-31Z1,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.1660273 59.96847238),Tissue,1,59.96847238,-148.1660273, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE10,CHE10-32Z1,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.1660273 59.96847238),Tissue,1,59.96847238,-148.1660273, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE10,CHE10-33Z1,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.1660273 59.96847238),Tissue,1,59.96847238,-148.1660273, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE10,CHE10-34Z1,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.1660273 59.96847238),Tissue,1,59.96847238,-148.1660273, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE10,CHE10-35Z1,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.1660273 59.96847238),Tissue,1,59.96847238,-148.1660273, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE10,CHE10-36Z1,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.1660273 59.96847238),Tissue,1,59.96847238,-148.1660273, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE10,CHE10-37Z1,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.1660273 59.96847238),Tissue,1,59.96847238,-148.1660273, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE10,CHE10-38Z1,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.1660273 59.96847238),Tissue,1,59.96847238,-148.1660273, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE10,CHE10-866,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.1660273 59.96847238),Tissue,1,59.96847238,-148.1660273, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE10,CHE10-867,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.1660273 59.96847238),Tissue,1,59.96847238,-148.1660273, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE10,CHE10-868,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.1660273 59.96847238),Tissue,1,59.96847238,-148.1660273, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE10,CHE10-869,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.1660273 59.96847238),Tissue,1,59.96847238,-148.1660273, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE10,CHE10-870,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.1660273 59.96847238),Tissue,1,59.96847238,-148.1660273, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE10,CHE10-871,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.1660273 59.96847238),Tissue,1,59.96847238,-148.1660273, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE10,CHE10-872,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.1660273 59.96847238),Tissue,1,59.96847238,-148.1660273, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE10,CHE10-873,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.1660273 59.96847238),Tissue,1,59.96847238,-148.1660273, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE10,CHE10-874,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.1660273 59.96847238),Tissue,1,59.96847238,-148.1660273, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE10,CHE10-875,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.1660273 59.96847238),Tissue,1,59.96847238,-148.1660273, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE10,CHE10-876,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.1660273 59.96847238),Tissue,1,59.96847238,-148.1660273, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE10,CHE10-877,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.1660273 59.96847238),Tissue,1,59.96847238,-148.1660273, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE10,CHE10-878,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.1660273 59.96847238),Tissue,1,59.96847238,-148.1660273, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE10,CHE10-879,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.1660273 59.96847238),Tissue,1,59.96847238,-148.1660273, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE10,CHE10-880,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.1660273 59.96847238),Tissue,1,59.96847238,-148.1660273, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE11,CHE11-881,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-147.933039 60.137953),Tissue,1,60.137953,-147.933039, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE11,CHE11-882,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-147.933039 60.137953),Tissue,1,60.137953,-147.933039, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE11,CHE11-883,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-147.933039 60.137953),Tissue,1,60.137953,-147.933039, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE11,CHE11-884,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-147.933039 60.137953),Tissue,1,60.137953,-147.933039, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE21,CHE21-39Z1,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.12251 59.98311722),Tissue,1,59.98311722,-148.12251, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE21,CHE21-40Z1,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.12251 59.98311722),Tissue,1,59.98311722,-148.12251, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE21,CHE21-41Z1,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.12251 59.98311722),Tissue,1,59.98311722,-148.12251, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE21,CHE21-42Z1,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.12251 59.98311722),Tissue,1,59.98311722,-148.12251, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE22,CHE22-47Z1,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0420161 60.10190938),Tissue,1,60.10190938,-148.0420161, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE22,CHE22-48Z1,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0420161 60.10190938),Tissue,1,60.10190938,-148.0420161, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE22,CHE22-49Z1,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0420161 60.10190938),Tissue,1,60.10190938,-148.0420161, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE22,CHE22-50Z1,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0420161 60.10190938),Tissue,1,60.10190938,-148.0420161, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHE23,CHE23-58Z1,Chenega Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-148.0553013 60.09177984),Tissue,1,60.09177984,-148.0553013, , 
