Data_source,Study_name,Year_clean,Total_PAH,Lat,Long,Common_name,Scientific_name,Species_standard,Taxonomic_group,Layman_group,Sample_motivation,Source_sampleID,SumPAHCount,Units_standardized,Basis_standardized,Sum_Method,Tissue_type_standardized_grouped,Detection_limit_standardized,Reporting_limit_standardized,Qualifier_code,Moisture_pct,Lab_ID,Notes,(...),Study_name_clean,Study_name_cleaner
Wetzel,"Dr Wetzel, Mote Marine Database",2006,0,70.48743,-153.79658,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-06-4275,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2006,0,70.8236,-154.3025,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-06-4289,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2006,0,70.8236,-154.3025,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-06-4293,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2006,0,70.8236,-154.3025,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-06-4297,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2006,0,70.8236,-154.3025,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-06-4305,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2006,0,70.8236,-154.3025,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-06-4309,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2006,0,70.49447,-153.85656,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-06-4313,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2006,0,70.49447,-153.85656,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-06-4317,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2006,0,70.49447,-153.85656,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-06-4321,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2006,0,70.49447,-153.85656,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-06-4368,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2006,0,70.49447,-153.85656,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-06-4372,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2006,0,70.44987,-153.53802,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-06-4385,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2006,0,70.44987,-153.53802,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-06-4389,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2006,0,70.44987,-153.53802,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-06-4393,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2006,0,70.44987,-153.53802,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-06-4397,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2006,0,70.44987,-153.53802,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-06-4401,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2006,0,70.44987,-153.53802,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-06-4405,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2006,0,70.44987,-153.53802,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-06-4409,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2006,0,70.44987,-153.53802,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-06-4413,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2006,0,70.44987,-153.53802,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-06-4417,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2006,0,70.44987,-153.53802,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-06-4421,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2006,0,70.44987,-153.53802,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-06-4425,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2006,0,70.33376,-150.77203,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-06-4473,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2006,0,70.33376,-150.77203,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-06-4475,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2006,0,70.33376,-150.77203,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-06-4477,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2006,0,70.33376,-150.77203,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-06-4479,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2006,0,70.33376,-150.77203,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-06-4481,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2006,0,70.33376,-150.77203,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-06-4483,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2006,0,70.33376,-150.77203,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-06-4485,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2006,0,70.33376,-150.77203,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-06-4487,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2006,0,70.33376,-150.77203,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-06-4489,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2006,0,70.33376,-150.77203,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-06-4491,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2006,0,70.33376,-150.77203,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-06-4493,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2005,13.38974776,70.65972,-154.34734,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-05-2099,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2005,63.43703753,70.65972,-154.34734,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-05-2100,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2005,30.19061388,70.65972,-154.34734,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-05-2101,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2005,32.16418844,70.65972,-154.34734,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-05-2102,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2005,51.50386078,70.65972,-154.34734,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-05-2103,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2005,42.21733472,70.65972,-154.34734,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-05-2104,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2005,31.08781133,70.65972,-154.34734,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-05-2105,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2005,38.8225068,70.65972,-154.34734,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-05-2106,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2005,39.71080722,69.05,-140.45,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-05-2109,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2005,32.11615998,69.05,-140.45,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-05-2110,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2005,100.5506894,69.05,-140.45,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-05-2111,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2005,45.70646909,69.05,-140.45,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-05-2112,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2005,63.52191953,69.05,-140.45,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-05-2113,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2005,80.0200715,69.05,-140.45,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-05-2114,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2005,51.52063122,69.05,-140.45,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-05-2115,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2005,51.25595368,70.65972,-154.34734,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-05-2116,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2005,62.80820523,70.65972,-154.34734,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-05-2117,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2005,65.92283039,69.05,-140.45,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-05-2118,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2005,258.8289113,69.05,-140.45,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-05-2125,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2005,0,69.05,-140.45,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-05-2126,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2005,111.1260357,70.5714,-153.5142,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-05-2127,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2005,67.0341941,70.5714,-153.5142,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-05-2128,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2005,0,70.5714,-153.5142,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-05-2129,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2005,0,70.5714,-153.5142,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-05-2130,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2005,0,70.5714,-153.5142,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-05-2133,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2005,0,69.7669,-154.661,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-05-2134,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2005,0,70.65972,-154.34734,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-05-2135,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2005,0,70.65972,-154.34734,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-05-2136,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2005,0,70.65972,-154.34734,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-05-2137,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2005,0,70.65972,-154.34734,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-05-2138,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2005,0,70.65972,-154.34734,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-05-2139,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2005,0,69.05,-140.45,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-05-2140,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2005,0,69.05,-140.45,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-05-2141,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2006,0,70.09154,-151.09264,Broad Whitefish,Coregonus nasus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-06-3990,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2008,88.83279706,70.4958,-157.393,Burbot,Lota lota,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-10-0112,,ng/g,,Provided,Organ,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2008,0,70.12184,-159.63497,Burbot,Lota lota,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-10-0128,,ng/g,,Provided,Organ,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2008,0,70.12184,-159.63497,Burbot,Lota lota,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-10-0132,,ng/g,,Provided,Organ,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2008,0,70.12184,-159.63497,Burbot,Lota lota,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-10-0134,,ng/g,,Provided,Organ,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2006,0,70.44987,-153.53802,Burbot,Lota lota,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-06-4431,,ng/g,,Provided,Organ,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2006,0,70.7028,-154.52689,Burbot,Lota lota,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-06-4459,,ng/g,,Provided,Organ,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2006,0,70.7028,-154.52689,Burbot,Lota lota,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-06-4463,,ng/g,,Provided,Organ,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2006,0,70.7028,-154.52689,Burbot,Lota lota,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-06-4467,,ng/g,,Provided,Organ,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2008,0,70.4958,-157.393,Burbot,Lota lota,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-10-0111,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2008,0,70.12184,-159.63497,Burbot,Lota lota,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-10-0125,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2008,0,70.12184,-159.63497,Burbot,Lota lota,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-10-0127,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2008,0,70.12184,-159.63497,Burbot,Lota lota,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-10-0129,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2008,0,70.12184,-159.63497,Burbot,Lota lota,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-10-0131,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2008,0,70.12184,-159.63497,Burbot,Lota lota,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-10-0133,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2006,0,70.7028,-154.52689,Burbot,Lota lota,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-06-4458,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2006,0,70.7028,-154.52689,Burbot,Lota lota,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-06-4462,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2006,0,70.7028,-154.52689,Burbot,Lota lota,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-06-4466,,ng/g,,Provided,Muscle,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2008,3821.527415,61.2706,-150.5758,Eulachon (Hooligan),Thaleichthys pacificus,forage fish,Chordata (Actinopterygii),Fish,,CIB-08-0161F,,ng/g,,Provided,Whole Body,,,,,,,forage fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2008,14779.22967,61.2508,-150.288,Eulachon (Hooligan),Thaleichthys pacificus,forage fish,Chordata (Actinopterygii),Fish,,CIB-08-0166F,,ng/g,,Provided,Whole Body,,,,,,,forage fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2008,273.8454837,70.12184,-159.63497,Grayling,Thymallus arcticus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-06-4458,,ng/g,,Provided,Organ,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
Wetzel,"Dr Wetzel, Mote Marine Database",2008,229.2048675,70.12184,-159.63497,Grayling,Thymallus arcticus,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-06-4462,,ng/g,,Provided,Organ,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory
