Data_source,Study_name,Year_clean,Total_PAH,Lat,Long,Common_name,Scientific_name,Species_standard,Taxonomic_group,Layman_group,Sample_motivation,Source_sampleID,SumPAHCount,Units_standardized,Basis_standardized,Sum_Method,Tissue_type_standardized_grouped,Detection_limit_standardized,Reporting_limit_standardized,Qualifier_code,Moisture_pct,Lab_ID,Notes,F_____,Study_name_clean,Study_name_cleaner,Region
PWSRCAC,LTEMP,2006,40.423485900000003,60.498609999999999,-147.658600000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,DII-B-06-2-1,38,ng/g,dry,Calculated,Whole Body,4.956522000000000,,,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2006,62.847130999999997,60.498609999999999,-147.658600000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,DII-B-06-2-2,38,ng/g,dry,Calculated,Whole Body,5.846154000000000,,,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2006,20.798959000000000,60.498609999999999,-147.658600000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,DII-B-06-2-3,38,ng/g,dry,Calculated,Whole Body,5.302326000000000,,,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2007,26.346129879999999,60.498609999999999,-147.658600000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,DII-B-07-1-1,38,ng/g,dry,Calculated,Whole Body,4.514851000000000,,,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2007,48.263639699999999,60.498609999999999,-147.658600000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,DII-B-07-1-2,38,ng/g,dry,Calculated,Whole Body,4.903226000000000,,,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2007,30.718070919999999,60.498609999999999,-147.658600000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,DII-B-07-1-3,38,ng/g,dry,Calculated,Whole Body,4.851064000000000,,,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2007,32.057937699999997,60.498609999999999,-147.658600000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,DII-B-07-2-1,38,ng/g,dry,Calculated,Whole Body,5.772152000000000,,,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2007,13.183874460000000,60.498609999999999,-147.658600000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,DII-B-07-2-2,38,ng/g,dry,Calculated,Whole Body,5.364706000000000,,,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2007,15.023969700000000,60.498609999999999,-147.658600000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,DII-B-07-2-3,38,ng/g,dry,Calculated,Whole Body,5.181818000000000,,,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2008,10.155697900000000,60.498609999999999,-147.658600000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,DII-B-08-2-1,38,ng/g,dry,Calculated,Whole Body,1.963804000000000,,a,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2008,17.194094700000001,60.498609999999999,-147.658600000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,DII-B-08-2-2,38,ng/g,dry,Calculated,Whole Body,1.969414000000000,,a,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2008,27.511908300000002,60.498609999999999,-147.658600000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,DII-B-08-2-3,38,ng/g,dry,Calculated,Whole Body,1.955447000000000,,a,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2009,12.131436500000000,60.498609999999999,-147.658600000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,DII-B-09-1-1,38,ng/g,dry,Calculated,Whole Body,1.619965000000000,,a,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2009,23.390671999999999,60.498609999999999,-147.658600000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,DII-B-09-1-2,76,ng/g,dry,Calculated,Whole Body,1.616164000000000,,a,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2009,11.050473300000000,60.498609999999999,-147.658600000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,DII-B-09-1-3,38,ng/g,dry,Calculated,Whole Body,1.608623000000000,,a,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2013,30.916079799999999,60.498609999999999,-147.658600000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,DII-B-13-2-1,38,ng/g,dry,Calculated,Whole Body,1.806347000000000,,a,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2013,23.021562700000000,60.498609999999999,-147.658600000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,DII-B-13-2-2,38,ng/g,dry,Calculated,Whole Body,1.801625000000000,,a,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2013,23.242872800000001,60.498609999999999,-147.658600000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,DII-B-13-2-3,38,ng/g,dry,Calculated,Whole Body,1.977393000000000,,a,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2018,35.033332600000001,60.498609999999999,-147.658600000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,DII-B-18-2-1,41,ng/g,dry,Calculated,Whole Body,9.333333000000000,21.66667,JB,91,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2018,27.872729199999998,60.498609999999999,-147.658600000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,DII-B-18-2-2,41,ng/g,dry,Calculated,Whole Body,7.481818000000000,17.36364,JB,89,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2018,35.733332699999998,60.498609999999999,-147.658600000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,DII-B-18-2-3,41,ng/g,dry,Calculated,Whole Body,8.144444000000000,18.88889,JB,91,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2023,72.870000000000005,60.498609999999999,-147.658600000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,DII-B-23-1,41,ng/g,wet,Calculated,Whole Body,0.845000000000000,1.96,JB,0,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2023,65.826999999999998,60.498609999999999,-147.658600000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,DII-B-23-2,41,ng/g,wet,Calculated,Whole Body,0.842000000000000,1.95,JB,0,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2023,65.879999999999995,60.498609999999999,-147.658600000000007,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,DII-B-23-3,41,ng/g,wet,Calculated,Whole Body,0.823000000000000,1.91,JB,0,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2020,138.373333099999996,61.124368199999999,-146.496141499999993,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,GOC M001,41,ng/g,dry,Calculated,Whole Body,5.693333000000000,13.2,JB,85,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2020,160.376925900000003,61.124368199999999,-146.496141499999993,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,GOC M002,41,ng/g,dry,Calculated,Whole Body,6.161538000000000,14.30769,JB,87,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2020,150.030769800000002,61.124368199999999,-146.496141499999993,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,GOC M002-DUP,41,ng/g,dry,Calculated,Whole Body,6.615385000000000,15.38462,JB,87,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2020,146.683336999999995,61.124368199999999,-146.496141499999993,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,GOC M003,41,ng/g,dry,Calculated,Whole Body,7.033333000000000,16.33333,JB,88,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2017,28.899999999999999,61.124368199999999,-146.496141499999993,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,GOC-1709-1,41,ng/g,dry,Calculated,Whole Body,6.086667000000000,14.13333,JB,85,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2017,27.558333000000001,61.124368199999999,-146.496141499999993,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,GOC-1709-2,41,ng/g,dry,Calculated,Whole Body,6.116667000000000,14.16667,JB,88,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2017,27.839998600000001,61.124368199999999,-146.496141499999993,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,GOC-1709-3,41,ng/g,dry,Calculated,Whole Body,4.953333000000000,11.46667,JB,85,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2017,34.183334000000002,61.124368199999999,-146.496141499999993,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,GOC-1712-1,41,ng/g,dry,Calculated,Whole Body,6.425000000000000,14.91667,JB,88,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2017,19.518183000000001,61.124368199999999,-146.496141499999993,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,GOC-1712-2,41,ng/g,dry,Calculated,Whole Body,7.100000000000000,16.45455,JB,89,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2017,16.291667000000000,61.124368199999999,-146.496141499999993,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,GOC-1712-3,41,ng/g,dry,Calculated,Whole Body,6.891667000000000,16,U,88,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2002,63.615280800000001,61.124368199999999,-146.496141499999993,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,GOC-B-02-2-1,37,ng/g,dry,Calculated,Whole Body,31.666670000000000,,BD,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2002,120.433233200000004,61.124368199999999,-146.496141499999993,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,GOC-B-02-2-2,74,ng/g,dry,Calculated,Whole Body,22.800000000000001,,BD,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2002,55.293342199999998,61.124368199999999,-146.496141499999993,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,GOC-B-02-2-3,37,ng/g,dry,Calculated,Whole Body,28.500000000000000,,BD,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2002,36.243292799999999,61.124368199999999,-146.496141499999993,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,GOC-B-02-3-1,37,ng/g,dry,Calculated,Whole Body,23.265309999999999,,BD,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2002,41.965179800000001,61.124368199999999,-146.496141499999993,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,GOC-B-02-3-2,37,ng/g,dry,Calculated,Whole Body,26.206900000000001,,BD,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2002,41.507757200000000,61.124368199999999,-146.496141499999993,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,GOC-B-02-3-3,37,ng/g,dry,Calculated,Whole Body,33.529409999999999,,BD,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2003,61.187468299999999,61.124368199999999,-146.496141499999993,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,GOC-B-03-1-1,37,ng/g,dry,Calculated,Whole Body,36.774189999999997,,BD,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2003,43.834353200000002,61.124368199999999,-146.496141499999993,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,GOC-B-03-1-2,37,ng/g,dry,Calculated,Whole Body,34.029850000000003,,BD,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2003,37.627634800000003,61.124368199999999,-146.496141499999993,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,GOC-B-03-1-3,37,ng/g,dry,Calculated,Whole Body,36.190480000000001,,BD,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2003,27.690000000000001,61.124368199999999,-146.496141499999993,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,GOC-B-03-2-1,39,ng/g,dry,Calculated,Whole Body,5.920000000000000,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2003,36.890000000000001,61.124368199999999,-146.496141499999993,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,GOC-B-03-2-2,39,ng/g,dry,Calculated,Whole Body,5.770000000000000,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2003,33.939999999999998,61.124368199999999,-146.496141499999993,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,GOC-B-03-2-3,39,ng/g,dry,Calculated,Whole Body,6.420000000000000,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2003,56.210000000000001,61.124368199999999,-146.496141499999993,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,GOC-B-03-3-1,39,ng/g,dry,Calculated,Whole Body,5.180000000000000,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2003,39.899999999999999,61.124368199999999,-146.496141499999993,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,GOC-B-03-3-2,39,ng/g,dry,Calculated,Whole Body,5.490000000000000,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2003,39.930000000000000,61.124368199999999,-146.496141499999993,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,GOC-B-03-3-3,39,ng/g,dry,Calculated,Whole Body,6.000000000000000,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2004,119.359999999999999,61.124368199999999,-146.496141499999993,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,GOC-B-04-1-1,39,ng/g,dry,Calculated,Whole Body,5.240000000000000,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2004,90.079999999999998,61.124368199999999,-146.496141499999993,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,GOC-B-04-1-2,39,ng/g,dry,Calculated,Whole Body,5.490000000000000,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2004,115.480000000000004,61.124368199999999,-146.496141499999993,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,GOC-B-04-1-3,39,ng/g,dry,Calculated,Whole Body,5.430000000000000,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2004,26.320000000000000,61.124368199999999,-146.496141499999993,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,GOC-B-04-2-1-R2,39,ng/g,dry,Calculated,Whole Body,5.180000000000000,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2004,57.340000000000003,61.124368199999999,-146.496141499999993,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,GOC-B-04-2-2-R2,39,ng/g,dry,Calculated,Whole Body,7.400000000000000,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2004,35.659999999999997,61.124368199999999,-146.496141499999993,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,GOC-B-04-2-3-R2,39,ng/g,dry,Calculated,Whole Body,5.180000000000000,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2004,520.559999999999945,61.124368199999999,-146.496141499999993,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,GOC-B-04-3-1,39,ng/g,dry,Calculated,Whole Body,0.499000000000000,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2004,1034.369999999999891,61.124368199999999,-146.496141499999993,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,GOC-B-04-3-2,39,ng/g,dry,Calculated,Whole Body,0.494000000000000,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2004,990.529999999999973,61.124368199999999,-146.496141499999993,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,GOC-B-04-3-3-R2,39,ng/g,dry,Calculated,Whole Body,6.700000000000000,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2005,168.949999999999989,61.124368199999999,-146.496141499999993,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,GOC-B-05-1-1,39,ng/g,dry,Calculated,Whole Body,0.473000000000000,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2005,168.919999999999987,61.124368199999999,-146.496141499999993,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,GOC-B-05-1-2-R2,39,ng/g,dry,Calculated,Whole Body,6.000000000000000,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2005,136.729999999999990,61.124368199999999,-146.496141499999993,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,GOC-B-05-1-3,39,ng/g,dry,Calculated,Whole Body,0.476000000000000,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
PWSRCAC,LTEMP,2005,54.259999999999998,61.124368199999999,-146.496141499999993,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,GOC-B-05-2-1,39,ng/g,dry,Calculated,Whole Body,6.710000000000000,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,SCAK
