Data_source,Study_name,Year_clean,Total_PAH,Lat,Long,Common_name,Scientific_name,Species_standard,Taxonomic_group,Layman_group,Sample_motivation,Source_sampleID,SumPAHCount,Units_standardized,Basis_standardized,Sum_Method,Tissue_type_standardized_grouped,Detection_limit_standardized,Reporting_limit_standardized,Qualifier_code,Moisture_pct,Lab_ID,Notes,F_____,Study_name_clean,Study_name_cleaner,Region
Diver,Mussel Watch:Alaska 2007,2007,5.190930000000000,58.190579999999997,-154.484890000000007,Mussel,Mytilus,mussel,Bivalvia,Mussels,Background biomonitoring,MWAK-22-2007KINB1MS_MS,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,CALC_018,,,,molluscs,NOAA Mussel Watch,NOAA Mussel Watch,SCAK
Diver,NOAA Southwest Alaska Nearshore Monitoring 2007,2007,2.112000000000000,58.256900000000002,-154.197699999999998,Mussel,Mytilus,mussel,Bivalvia,Mussels,Background biomonitoring,1096-08-SS2007KAFBMT,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,CALC_018,,,,molluscs,NOAA Southwest Alaska Nearshore Monitoring,NOAA Regional Studies,SCAK
Diver,Mussel Watch:Alaska 2007,2007,5.521990000000000,58.256940000000000,-154.197689999999994,Mussel,Mytilus,mussel,Bivalvia,Mussels,Background biomonitoring,MWAK-22-2007KAFB1MS_MS,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,CALC_018,,,,molluscs,NOAA Mussel Watch,NOAA Mussel Watch,SCAK
Diver,NOAA Southwest Alaska Nearshore Monitoring 2007,2007,2.580000000000000,58.316600000000001,-154.206600000000009,Mussel,Mytilus,mussel,Bivalvia,Mussels,Background biomonitoring,1096-08-SS2007KUKBMT,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,CALC_018,,,,molluscs,NOAA Southwest Alaska Nearshore Monitoring,NOAA Regional Studies,SCAK
Diver,Mussel Watch:Alaska 2007,2007,6.515950000000000,58.316580000000002,-154.206580000000002,Mussel,Mytilus,mussel,Bivalvia,Mussels,Background biomonitoring,MWAK-22-2007KUKB1MS_MS,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,CALC_018,,,,molluscs,NOAA Mussel Watch,NOAA Mussel Watch,SCAK
Diver,NOAA Southwest Alaska Nearshore Monitoring 2007,2007,4.455000000000000,58.451500000000003,-154.014299999999992,Mussel,Mytilus,mussel,Bivalvia,Mussels,Background biomonitoring,1096-08-SS2007CINIMT,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,CALC_018,,,,molluscs,NOAA Southwest Alaska Nearshore Monitoring,NOAA Regional Studies,SCAK
Diver,NOAA AKMAP Special Study 2007,2007,13.640000000000001,51.785200000000003,-176.755300000000005,Blue Mussel,Mytilus edulis,mussel,Bivalvia,Mussels,Background biomonitoring,1096-10-SS2007AIBIME,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,CALC_018,,,,mussel,NOAA AKMAP Special Study,NOAA Regional Studies,Aleutian
Diver,NOAA AKMAP Special Study 2007,2007,220.014000000000010,51.862299999999998,-176.638499999999993,Blue Mussel,Mytilus edulis,mussel,Bivalvia,Mussels,Background biomonitoring,1096-10-SS2007AISWME,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,CALC_018,,,,mussel,NOAA AKMAP Special Study,NOAA Regional Studies,Aleutian
Diver,NOAA AKMAP Special Study 2007,2007,12.263999999999999,51.827399999999997,-176.150800000000004,Blue Mussel,Mytilus edulis,mussel,Bivalvia,Mussels,Background biomonitoring,1096-10-SS2007TICBME,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,CALC_018,,,,mussel,NOAA AKMAP Special Study,NOAA Regional Studies,Aleutian
Diver,NOAA AKMAP Special Study 2007,2007,10.710000000000001,51.866100000000003,-176.153600000000012,Blue Mussel,Mytilus edulis,mussel,Bivalvia,Mussels,Background biomonitoring,1096-10-SS2007TIMPME,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,CALC_018,,,,mussel,NOAA AKMAP Special Study,NOAA Regional Studies,Aleutian
Diver,NOAA AKMAP Special Study 2007,2007,10.907999999999999,52.140400000000000,-174.602900000000005,Blue Mussel,Mytilus edulis,mussel,Bivalvia,Mussels,Background biomonitoring,1096-10-SS2007AIDBME,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,CALC_018,,,,mussel,NOAA AKMAP Special Study,NOAA Regional Studies,Aleutian
Diver,NOAA AKMAP Special Study 2007,2007,11.186000000000000,52.225099999999998,-174.160200000000003,Blue Mussel,Mytilus edulis,mussel,Bivalvia,Mussels,Background biomonitoring,1096-10-SS2007AINBME,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,CALC_018,,,,mussel,NOAA AKMAP Special Study,NOAA Regional Studies,Aleutian
Diver,NOAA AKMAP Special Study 2007,2007,42.750000000000000,53.409399999999998,-167.523200000000003,Blue Mussel,Mytilus edulis,mussel,Bivalvia,Mussels,Background biomonitoring,1096-10-SS2007UIMCME,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,CALC_018,,,,mussel,NOAA AKMAP Special Study,NOAA Regional Studies,Aleutian
Diver,NOAA AKMAP Special Study 2007,2007,9.590000000000000,53.616700000000002,-167.056099999999986,Blue Mussel,Mytilus edulis,mussel,Bivalvia,Mussels,Background biomonitoring,1096-10-SS2007UISKME,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,CALC_018,,,,mussel,NOAA AKMAP Special Study,NOAA Regional Studies,Aleutian
Diver,NOAA AKMAP Special Study 2007,2007,52.039000000000001,53.881900000000002,-166.542100000000005,Blue Mussel,Mytilus edulis,mussel,Bivalvia,Mussels,Background biomonitoring,1096-10-SS2007UDDHME,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,CALC_018,,,,mussel,NOAA AKMAP Special Study,NOAA Regional Studies,Aleutian
Diver,Mussel Watch:Alaska 2007,2007,13.132949999999999,58.796100000000003,-158.532479999999993,Blue Mussel,Mytilus spp.,mussel,Bivalvia,Mussels,Background biomonitoring,MWAK-22-2007NGEK1MM_MM,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,CALC_018,,,,molluscs,NOAA Mussel Watch,NOAA Mussel Watch,West
Diver,NOAA Special Alaska Study 2007,2007,14.250000000000000,59.614500000000000,-151.444199999999995,Blue Mussel,Mytilus edulis,mussel,Bivalvia,Mussels,Background biomonitoring,1096-07-SS2008CIHS1ME,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,CALC_018,,,,mussel,NOAA AKMAP Special Study,NOAA Regional Studies,SCAK
Diver,NOAA Special Alaska Study 2007,2007,2.652000000000000,59.614500000000000,-151.444199999999995,Pacific Littleneck Clam,Protothaca staminea,clam,Bivalvia,Clams,Background biomonitoring,1096-07-SS2008CIHS1PS,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,CALC_018,,,,clam,NOAA AKMAP Special Study,NOAA Regional Studies,SCAK
Diver,NOAA Special Alaska Study 2007,2007,1.872000000000000,59.614500000000000,-151.444199999999995,Cockle,Clinocardium nuttallii,cockle,Bivalvia,Clams,Background biomonitoring,1096-07-SS2008CIHS1CN,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,CALC_018,,,,cockle,NOAA AKMAP Special Study,NOAA Regional Studies,SCAK
Diver,NOAA Special Alaska Study 2007,2007,3.472000000000000,59.614500000000000,-151.444199999999995,Pacific Littleneck Clam,Protothaca staminea,clam,Bivalvia,Clams,Background biomonitoring,1096-07-SS2008CIHS2PS,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,CALC_018,,,,clam,NOAA AKMAP Special Study,NOAA Regional Studies,SCAK
Diver,NOAA Special Alaska Study 2007,2007,7.308000000000000,59.614500000000000,-151.444199999999995,Blue Mussel,Mytilus edulis,mussel,Bivalvia,Mussels,Background biomonitoring,1096-07-SS2008CIHS2ME,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,CALC_018,,,,mussel,NOAA AKMAP Special Study,NOAA Regional Studies,SCAK
Diver,NOAA Special Alaska Study 2007,2007,3.621000000000000,59.614500000000000,-151.444199999999995,Cockle,Clinocardium nuttallii,cockle,Bivalvia,Clams,Background biomonitoring,1096-07-SS2008CIHS2CN,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,CALC_018,,,,cockle,NOAA AKMAP Special Study,NOAA Regional Studies,SCAK
Diver,NOAA Special Alaska Study 2007,2008,3.393000000000000,59.722999999999999,-151.026999999999987,Pacific Littleneck Clam,Protothaca staminea,clam,Bivalvia,Clams,Background biomonitoring,1096-07-SS2008CIBCPS,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,CALC_018,,,,clam,NOAA AKMAP Special Study,NOAA Regional Studies,SCAK
Diver,NOAA Special Alaska Study 2007,2008,2.808000000000000,59.722999999999999,-151.026999999999987,Cockle,Clinocardium nuttallii,cockle,Bivalvia,Clams,Background biomonitoring,1096-07-SS2008CIBCCN,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,CALC_018,,,,cockle,NOAA AKMAP Special Study,NOAA Regional Studies,SCAK
Diver,NOAA Special Alaska Study 2007,2008,8.800000000000001,59.722999999999999,-151.026999999999987,Blue Mussel,Mytilus edulis,mussel,Bivalvia,Mussels,Background biomonitoring,1096-07-SS2008CIBCME,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,CALC_018,,,,mussel,NOAA AKMAP Special Study,NOAA Regional Studies,SCAK
Diver,Mussel Watch:Alaska 2008,2008,1.170000000000000,60.051389999999998,-151.668890000000005,Pacific Razor Clam,Siliqua patula,clam,Bivalvia,Clams,Background biomonitoring,MWAK-23-MW2008NINBRC_1RC,,ng/g,wet,Provided,Other,1.000000000000000,1,CALC_018,,,,clam,NOAA Mussel Watch,NOAA Mussel Watch,SCAK
Diver,Mussel Watch:Alaska 2008,2008,6.819920000000000,60.051389999999998,-151.668890000000005,Spot Shrimp,Pandalus platyceros,shrimp,Decapoda,Crabs/ Shrimp,Background biomonitoring,MWAK-23-2008NINB1SP_SP,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,CALC_018,,,,shrimp,NOAA Mussel Watch,NOAA Mussel Watch,SCAK
Diver,Mussel Watch:Alaska 2009,2009,17.084930000000000,55.293830000000000,-131.548000000000002,Mussel,Mytilus,mussel,Bivalvia,Mussels,Background biomonitoring,MWAK-24-2009KTMP1MS_MS,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,CALC_018,,,,molluscs,NOAA Mussel Watch,NOAA Mussel Watch,SEAK
Diver,Mussel Watch:Alaska 2009,2009,18.326979999999999,59.453330000000001,-135.336500000000001,Mussel,Mytilus,mussel,Bivalvia,Mussels,Background biomonitoring,MWAK-24-2009NBES1MS_MS,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,CALC_018,,,,molluscs,NOAA Mussel Watch,NOAA Mussel Watch,SEAK
Diver,Mussel Watch:Alaska 2009,2009,17.029900000000001,61.132829999999998,-146.461000000000013,Bay Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring,MWAK-24-2009PVMC1BaM_aM,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,CALC_018,,,,mussel,NOAA Mussel Watch,NOAA Mussel Watch,SCAK
Diver,Mussel Watch:Alaska 2009,2009,18.564959999999999,60.960830000000001,-147.645999999999987,Bay Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring,MWAK-24-2009UISB1BaM_aM,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,CALC_018,,,,mussel,NOAA Mussel Watch,NOAA Mussel Watch,SCAK
Diver,NOAA North Pacific Research Board Study 2010,2010,16.434000000000001,59.299999999999997,-151.900000000000006,Soft Shell Clam,Mya arenaria,clam,Bivalvia,Clams,Background biomonitoring,1096-12-BA2010NPR_NHA,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,CALC_018,,,,clam,NOAA North Pacific Research Board Study,NOAA Regional Studies,SCAK
Diver,NOAA North Pacific Research Board Study 2010,2010,22.286999999999999,59.570500000000003,-151.967999999999989,Cockle,Clinocardium nuttallii,cockle,Bivalvia,Clams,Background biomonitoring,1096-12-BA2010NPR_PGHA3,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,CALC_018,,,,cockle,NOAA North Pacific Research Board Study,NOAA Regional Studies,SCAK
Diver,NOAA North Pacific Research Board Study 2010,2010,21.164999999999999,59.561999999999998,-151.699999999999989,Soft Shell Clam,Mya arenaria,clam,Bivalvia,Clams,Background biomonitoring,1096-12-BA2010NPR_PHGA,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,CALC_018,,,,clam,NOAA North Pacific Research Board Study,NOAA Regional Studies,SCAK
Diver,NOAA North Pacific Research Board Study 2010,2010,18.140000000000001,59.506940000000000,-151.881390000000010,Cockle,Clinocardium nuttallii,cockle,Bivalvia,Clams,Background biomonitoring,1096-12-BA2010NPR_SHACN,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,CALC_018,,,,cockle,NOAA North Pacific Research Board Study,NOAA Regional Studies,SCAK
Diver,NOAA North Pacific Research Board Study 2010,2010,25.884000000000000,59.506940000000000,-151.881390000000010,Soft Shell Clam,Mya arenaria,clam,Bivalvia,Clams,Background biomonitoring,1096-12-BA2010NPR_SHAMA,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,CALC_018,,,,clam,NOAA North Pacific Research Board Study,NOAA Regional Studies,SCAK
Diver,Western Mariner Preassessment Tissue,2022,168.439999999999998,57.295879999999997,-135.619326999999998,Bay Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Post-oil spill assessment,1092-A1-NRDAR-001,,ng/g,wet,Provided,Other,1.000000000000000,1,CALC_016,,,,mussel,NOAA Western Mariner Assessment,NOAA Western Mariner Assessment,SEAK
Diver,Western Mariner Preassessment Tissue,2022,6.770000000000000,57.300952000000002,-135.637727000000012,Bay Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Post-oil spill assessment,1092-A1-NRDAR-002,,ng/g,wet,Provided,Other,1.000000000000000,1,CALC_016,,,,mussel,NOAA Western Mariner Assessment,NOAA Western Mariner Assessment,SEAK
Diver,Western Mariner Preassessment Tissue,2022,17.390000000000001,57.297235000000001,-135.590132000000011,Bay Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Post-oil spill assessment,1092-A1-NRDAR-003,,ng/g,wet,Provided,Other,1.000000000000000,1,CALC_016,,,,mussel,NOAA Western Mariner Assessment,NOAA Western Mariner Assessment,SEAK
Diver,Western Mariner Preassessment Tissue,2022,222.080000000000013,57.268213000000003,-135.583302000000003,Bay Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Post-oil spill assessment,1092-A1-NRDAR-004,,ng/g,wet,Provided,Other,1.000000000000000,1,CALC_016,,,,mussel,NOAA Western Mariner Assessment,NOAA Western Mariner Assessment,SEAK
Diver,Western Mariner Preassessment Tissue,2022,61.289999999999999,57.267482999999999,-135.583222000000006,Bay Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Post-oil spill assessment,1092-A1-NRDAR-005,,ng/g,wet,Provided,Other,1.000000000000000,1,CALC_016,,,,mussel,NOAA Western Mariner Assessment,NOAA Western Mariner Assessment,SEAK
Diver,Western Mariner Preassessment Tissue,2022,4.780000000000000,57.156522000000002,-135.568096999999995,Bay Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Post-oil spill assessment,1092-A1-NRDAR-008,,ng/g,wet,Provided,Other,1.000000000000000,1,UCALC_016,,,,mussel,NOAA Western Mariner Assessment,NOAA Western Mariner Assessment,SEAK
Diver,Western Mariner Preassessment Tissue,2022,4.450000000000000,57.173957999999999,-135.555258000000009,Bay Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Post-oil spill assessment,1092-A1-NRDAR-007,,ng/g,wet,Provided,Other,1.000000000000000,1,UCALC_016,,,,mussel,NOAA Western Mariner Assessment,NOAA Western Mariner Assessment,SEAK
Diver,Western Mariner Preassessment Tissue,2022,4.600000000000000,57.228679999999997,-135.537006999999988,Bay Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Post-oil spill assessment,1092-A1-NRDAR-006,,ng/g,wet,Provided,Other,1.000000000000000,1,UCALC_016,,,,mussel,NOAA Western Mariner Assessment,NOAA Western Mariner Assessment,SEAK
Diver,Western Mariner Preassessment Tissue,2022,2.720000000000000,57.147599999999997,-135.464783000000011,Pacific Herring,Clupea pallasii,forage fish,Chordata (Actinopterygii),Fish,Post-oil spill assessment,1092-A1-SS-12,,ng/g,wet,Provided,Eggs,1.000000000000000,1,UCALC_016,,,,forage fish,NOAA Western Mariner Assessment,NOAA Western Mariner Assessment,SEAK
Diver,Western Mariner Preassessment Tissue,2022,23.309999999999999,57.174149999999997,-135.461716999999993,Bay Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Post-oil spill assessment,1092-A1-SS-10,,ng/g,wet,Provided,Other,1.000000000000000,1,CALC_016,,,,mussel,NOAA Western Mariner Assessment,NOAA Western Mariner Assessment,SEAK
Diver,Western Mariner Preassessment Tissue,2022,4.008000000000000,57.174149999999997,-135.461716999999993,Pacific Herring,Clupea pallasii,forage fish,Chordata (Actinopterygii),Fish,Post-oil spill assessment,1092-A1-SS-10.5,,ng/g,wet,Provided,Eggs,1.000000000000000,1,CALC_016,,,,forage fish,NOAA Western Mariner Assessment,NOAA Western Mariner Assessment,SEAK
Diver,Western Mariner Preassessment Tissue,2022,10.374000000000001,57.152799999999999,-135.582899999999995,Pacific Herring,Clupea pallasii,forage fish,Chordata (Actinopterygii),Fish,Post-oil spill assessment,1092-A1-SS-8,,ng/g,wet,Provided,Eggs,1.000000000000000,1,CALC_016,,,,forage fish,NOAA Western Mariner Assessment,NOAA Western Mariner Assessment,SEAK
Diver,Western Mariner Preassessment Tissue,2022,3.174000000000000,57.084400000000002,-135.414600000000007,Pacific Herring,Clupea pallasii,forage fish,Chordata (Actinopterygii),Fish,Post-oil spill assessment,1092-A1-SS-13,,ng/g,wet,Provided,Eggs,1.000000000000000,1,CALC_016,,,,forage fish,NOAA Western Mariner Assessment,NOAA Western Mariner Assessment,SEAK
Diver,Western Mariner Preassessment Tissue,2022,22.696999999999999,57.173900000000003,-135.605349999999987,Bay Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Post-oil spill assessment,1092-A1-SS-7,,ng/g,wet,Provided,Other,1.000000000000000,1,CALC_016,,,,mussel,NOAA Western Mariner Assessment,NOAA Western Mariner Assessment,SEAK
Diver,Western Mariner Preassessment Tissue,2022,3.670000000000000,57.173900000000003,-135.605349999999987,Pacific Herring,Clupea pallasii,forage fish,Chordata (Actinopterygii),Fish,Post-oil spill assessment,1092-A1-SS-7.5,,ng/g,wet,Provided,Eggs,1.000000000000000,1,CALC_016,,,,forage fish,NOAA Western Mariner Assessment,NOAA Western Mariner Assessment,SEAK
Diver,Western Mariner Preassessment Tissue,2022,21.442000000000000,57.224283000000000,-135.552132999999998,Bay Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Post-oil spill assessment,1092-A1-SS-5,,ng/g,wet,Provided,Other,1.000000000000000,1,CALC_016,,,,mussel,NOAA Western Mariner Assessment,NOAA Western Mariner Assessment,SEAK
Diver,Western Mariner Preassessment Tissue,2022,15.409000000000001,57.240349999999999,-135.528267000000000,Bay Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Post-oil spill assessment,1092-A1-SS-4,,ng/g,wet,Provided,Other,1.000000000000000,1,CALC_016,,,,mussel,NOAA Western Mariner Assessment,NOAA Western Mariner Assessment,SEAK
Diver,Western Mariner Preassessment Tissue,2022,24.658000000000001,57.219482999999997,-135.509516999999988,Butter Clam,Saxidomus gigantea,clam,Bivalvia,Clams,Post-oil spill assessment,1092-A1-SS-6,,ng/g,wet,Provided,Other,1.000000000000000,1,CALC_016,,,,clam,NOAA Western Mariner Assessment,NOAA Western Mariner Assessment,SEAK
Diver,Western Mariner Preassessment Tissue,2022,5.985000000000000,57.146883000000003,-135.509217000000007,Pacific Herring,Clupea pallasii,forage fish,Chordata (Actinopterygii),Fish,Post-oil spill assessment,1092-A1-SS-9,,ng/g,wet,Provided,Eggs,1.000000000000000,1,CALC_016,,,,forage fish,NOAA Western Mariner Assessment,NOAA Western Mariner Assessment,SEAK
Diver,Western Mariner Preassessment Tissue,2022,38.701000000000001,57.290182999999999,-135.596949999999993,Bay Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Post-oil spill assessment,1092-A1-SS-1,,ng/g,wet,Provided,Other,1.000000000000000,1,CALC_016,,,,mussel,NOAA Western Mariner Assessment,NOAA Western Mariner Assessment,SEAK
Diver,Western Mariner Preassessment Tissue,2022,23.027999999999999,57.252732999999999,-135.568283000000008,Bay Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Post-oil spill assessment,1092-A1-SS-3,,ng/g,wet,Provided,Other,1.000000000000000,1,CALC_016,,,,mussel,NOAA Western Mariner Assessment,NOAA Western Mariner Assessment,SEAK
Diver,Western Mariner Preassessment Tissue,2022,8.029999999999999,57.270069999999997,-135.593660000000000,Cockle,Clinocardium nuttallii,cockle,Bivalvia,Clams,Post-oil spill assessment,1092-A1-GS003,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,CALC_016,,,,cockle,NOAA Western Mariner Assessment,NOAA Western Mariner Assessment,SEAK
Diver,Western Mariner Preassessment Tissue,2022,10.820000000000000,57.270280000000000,-135.593989999999991,Bay Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Post-oil spill assessment,1092-A1-GS001,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,CALC_016,,,,mussel,NOAA Western Mariner Assessment,NOAA Western Mariner Assessment,SEAK
Diver,Western Mariner Preassessment Tissue,2022,4.620000000000000,57.270280000000000,-135.593989999999991,Bay Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Post-oil spill assessment,1092-A1-GS002,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,UCALC_016,,,,mussel,NOAA Western Mariner Assessment,NOAA Western Mariner Assessment,SEAK
Diver,Western Mariner Preassessment Tissue,2022,21.629999999999999,57.281399999999998,-135.598399999999998,Butter Clam,Saxidomus gigantea,clam,Bivalvia,Clams,Post-oil spill assessment,1092-A1-HI001,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,CALC_016,,,,clam,NOAA Western Mariner Assessment,NOAA Western Mariner Assessment,SEAK
Diver,Western Mariner Preassessment Tissue,2022,34.210000000000001,57.281399999999998,-135.598399999999998,Butter Clam,Saxidomus gigantea,clam,Bivalvia,Clams,Post-oil spill assessment,1092-A1-HI002,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,CALC_016,,,,clam,NOAA Western Mariner Assessment,NOAA Western Mariner Assessment,SEAK
Diver,Western Mariner Preassessment Tissue,2022,7.470000000000000,57.281399999999998,-135.598399999999998,Butter Clam,Saxidomus gigantea,clam,Bivalvia,Clams,Post-oil spill assessment,1092-A1-HI003,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,CALC_016,,,,clam,NOAA Western Mariner Assessment,NOAA Western Mariner Assessment,SEAK
Diver,Western Mariner Preassessment Tissue,2022,4.820000000000000,57.281399999999998,-135.598399999999998,Cockle,Clinocardium nuttallii,cockle,Bivalvia,Clams,Post-oil spill assessment,1092-A1-HI004,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,UCALC_016,,,,cockle,NOAA Western Mariner Assessment,NOAA Western Mariner Assessment,SEAK
Diver,Western Mariner Preassessment Tissue,2022,4.890000000000000,57.281399999999998,-135.598399999999998,Cockle,Clinocardium nuttallii,cockle,Bivalvia,Clams,Post-oil spill assessment,1092-A1-HI005,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,UCALC_016,,,,cockle,NOAA Western Mariner Assessment,NOAA Western Mariner Assessment,SEAK
Diver,Western Mariner Preassessment Tissue,2022,9.150000000000000,57.281520000000000,-135.598180000000013,Bay Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Post-oil spill assessment,1092-A1-HI006,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,CALC_016,,,,mussel,NOAA Western Mariner Assessment,NOAA Western Mariner Assessment,SEAK
Diver,Western Mariner Preassessment Tissue,2022,7.320000000000000,57.281520000000000,-135.598180000000013,Bay Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Post-oil spill assessment,1092-A1-HI007,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,CALC_016,,,,mussel,NOAA Western Mariner Assessment,NOAA Western Mariner Assessment,SEAK
Diver,Western Mariner Preassessment Tissue,2022,4.710000000000000,57.281520000000000,-135.598180000000013,Bay Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Post-oil spill assessment,1092-A1-HI008,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,UCALC_016,,,,mussel,NOAA Western Mariner Assessment,NOAA Western Mariner Assessment,SEAK
Diver,Western Mariner Preassessment Tissue,2022,4.960000000000000,57.241950000000003,-135.622680000000003,Bay Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Post-oil spill assessment,1092-A1-KS001,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,UCALC_016,,,,mussel,NOAA Western Mariner Assessment,NOAA Western Mariner Assessment,SEAK
Diver,Western Mariner Preassessment Tissue,2022,4.980000000000000,57.241950000000003,-135.622680000000003,Bay Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Post-oil spill assessment,1092-A1-KS002,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,UCALC_016,,,,mussel,NOAA Western Mariner Assessment,NOAA Western Mariner Assessment,SEAK
Diver,Western Mariner Preassessment Tissue,2022,4.870000000000000,57.241950000000003,-135.622680000000003,Bay Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Post-oil spill assessment,1092-A1-KS003,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,UCALC_016,,,,mussel,NOAA Western Mariner Assessment,NOAA Western Mariner Assessment,SEAK
Diver,Western Mariner Preassessment Tissue,2022,4.750000000000000,57.241950000000003,-135.622680000000003,Butter Clam,Saxidomus gigantea,clam,Bivalvia,Clams,Post-oil spill assessment,1092-A1-KS004,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,UCALC_016,,,,clam,NOAA Western Mariner Assessment,NOAA Western Mariner Assessment,SEAK
Diver,Western Mariner Preassessment Tissue,2022,4.680000000000000,57.241950000000003,-135.622680000000003,Butter Clam,Saxidomus gigantea,clam,Bivalvia,Clams,Post-oil spill assessment,1092-A1-KS005,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,UCALC_016,,,,clam,NOAA Western Mariner Assessment,NOAA Western Mariner Assessment,SEAK
Diver,Western Mariner Preassessment Tissue,2022,4.560000000000000,57.241950000000003,-135.622680000000003,Butter Clam,Saxidomus gigantea,clam,Bivalvia,Clams,Post-oil spill assessment,1092-A1-KS006,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,UCALC_016,,,,clam,NOAA Western Mariner Assessment,NOAA Western Mariner Assessment,SEAK
Diver,Western Mariner Preassessment Tissue,2022,4.210000000000000,57.241950000000003,-135.622680000000003,Cockle,Clinocardium nuttallii,cockle,Bivalvia,Clams,Post-oil spill assessment,1092-A1-KS007,,ng/g,wet,Provided,Whole Body,1.000000000000000,1,UCALC_016,,,,cockle,NOAA Western Mariner Assessment,NOAA Western Mariner Assessment,SEAK
Diver,Western Mariner Preassessment Tissue,2023,4.890000000000000,57.291776669999997,-135.615679999999998,Bay Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Post-oil spill assessment,1092-A1-WMCOMP02,,ng/g,wet,Provided,Other,1.000000000000000,1,UCALC_016,,,,mussel,NOAA Western Mariner Assessment,NOAA Western Mariner Assessment,SEAK
